household_id,region,cooking_fuel,consumption_kwh,consumption_kwh_projected
5221,Coast,firewood,532.1575566094025,576.0605550296782
5222,Coast,charcoal,139.15357887502438,150.6337491322139
5223,Coast,LPG,448.39390749967487,485.3864048683981
5224,Coast,electricity,547.865806200678,593.0647352122339
5225,Coast,firewood,1031.0935872220532,1116.1588081678726
5226,Coast,electricity,483.4015747947386,523.2822047153046
5227,Coast,electricity,-195.3485322187688,-211.46478612681724
5228,Coast,firewood,189.9153178054876,205.58333152444033
5229,Coast,charcoal,-139.64233710813926,-151.16282991956075
5230,Coast,firewood,418.34205316802957,452.855272554392
5231,Coast,LPG,83.23171313986836,90.0983294739075
5232,Coast,LPG,242.94675817108373,262.98986572019817
5233,Coast,firewood,-141.80511741812506,-153.5040396051204
5234,Coast,electricity,353.34738706509717,382.4985464979677
5235,Coast,charcoal,524.202315581542,567.4490066170193
5236,Coast,charcoal,530.4839721178647,574.2488998175886
5237,Coast,firewood,440.78107504239443,477.14551373339197
5238,Coast,electricity,713.5950700297758,772.4666633072324
5239,Coast,charcoal,-281.3697821349982,-304.58278916113557
5240,Coast,electricity,651.759844227758,705.530031376548
5241,Coast,electricity,170.20987207808756,184.25218652452978
5242,Coast,charcoal,437.91343170778134,474.0412898236733
5243,Coast,firewood,168.9741492517472,182.91451656501636
5244,Coast,firewood,373.25629399539986,404.0499382500204
5245,Coast,LPG,242.0147547411805,261.98097200732786
5246,Coast,firewood,224.9114694124244,243.46666563894942
5247,Coast,firewood,473.1644848677928,512.2005548693857
5248,Coast,firewood,407.55618102493986,441.1795659594974
5249,Coast,electricity,661.252251780741,715.8055625526521
5250,Coast,LPG,653.7977607689213,707.7360760323573
5251,Coast,LPG,362.0501201102505,391.91925501934617
5252,Coast,firewood,590.951644958857,639.7051556679627
5253,Coast,LPG,-56.37895633323666,-61.03022023072868
5254,Coast,electricity,307.772623155917,333.16386456628015
5255,Coast,charcoal,-245.65461378713587,-265.9211194245746
5256,Coast,electricity,83.66775916511136,90.57034929623305
5257,Coast,firewood,457.432696375794,495.17089382679706
5258,Coast,firewood,357.164249183872,386.6302997415415
5259,Coast,charcoal,314.23681673563516,340.16135411632507
5260,Coast,charcoal,482.70605685861744,522.5293065494534
5261,Coast,firewood,767.0678591549357,830.350957535218
5262,Coast,firewood,1074.8228829053774,1163.495770745071
5263,Coast,LPG,660.9595152774386,715.4886752878274
5264,Coast,charcoal,712.3170995651415,771.0832602792657
5265,Coast,firewood,915.5600689820652,991.0937746730856
5266,Coast,charcoal,543.2313855532187,588.0479748613593
5267,Coast,charcoal,842.7724147464862,912.3011389630714
5268,Coast,firewood,146.5203106459708,158.6082362742634
5269,Coast,firewood,660.0219247547083,714.4737335469717
5270,Coast,firewood,107.56810558138972,116.44247429185437
5271,Coast,charcoal,503.4416059463922,544.9755384369696
5272,Coast,electricity,437.8530673922355,473.97594545209495
5273,Coast,electricity,43.01766473426602,46.56662207484297
5274,Coast,electricity,-125.53918084929512,-135.89616326936198
5275,Coast,firewood,93.58812218116793,101.30914226111429
5276,Coast,firewood,362.7117201612739,392.635437074579
5277,Coast,charcoal,115.17493612227048,124.6768683523578
5278,Coast,firewood,649.0752543722728,702.6239628579852
5279,Coast,electricity,253.21085127048207,274.10074650029685
5280,Coast,LPG,-274.37248628575276,-297.00821640432736
5281,Coast,electricity,36.30158229085316,39.29646282984855
5282,Coast,electricity,-203.29533386774244,-220.06719891183118
5283,Coast,firewood,566.4951788312895,613.2310310848709
5284,Coast,charcoal,1038.3454998201594,1124.0090035553226
5285,Coast,firewood,624.0309153462058,675.5134658622678
5286,Coast,firewood,766.8041675047994,830.0655113239453
5287,Coast,firewood,278.6797889815348,301.67087157251143
5288,Coast,charcoal,-144.55447578393444,-156.48022003610902
5289,Coast,electricity,760.7541471409409,823.5163642800685
5290,Coast,charcoal,153.1882329495989,165.8262621679408
5291,Coast,electricity,670.9992845110107,726.3567254831692
5292,Coast,LPG,51.35103523081523,55.587495637357485
5293,Coast,LPG,61.18536426310499,66.23315681481115
5294,Coast,electricity,-25.47704414050844,-27.578900282100385
5295,Coast,charcoal,611.7907580640253,662.2634956043074
5296,Coast,LPG,223.62006291795979,242.06871810869148
5297,Coast,electricity,781.5831955355852,846.063809167271
5298,Coast,charcoal,468.32446153807723,506.9612296149686
5299,Coast,electricity,483.2716906773909,523.1416051582756
5300,Coast,LPG,608.3264551601577,658.5133877108707
5301,Coast,firewood,-67.36106868109505,-72.9183568472854
5302,Coast,electricity,-149.944804046258,-162.3152503800743
5303,Coast,firewood,357.0136900029457,386.4673194281887
5304,Coast,electricity,639.5636204760792,692.3276191653557
5305,Coast,firewood,511.06244157984287,553.2250930101799
5306,Coast,LPG,644.9238210799465,698.1300363190421
5307,Coast,electricity,962.6279850930658,1042.0447938632437
5308,Coast,LPG,152.5663927237422,165.15312012345095
5309,Coast,LPG,716.0422079780907,775.1156901362832
5310,Coast,electricity,413.60224825068434,447.7244337313658
5311,Coast,electricity,186.02325518392422,201.37017373659796
5312,Coast,firewood,425.4336980147291,460.53197810094423
5313,Coast,electricity,820.1195770986726,887.7794422093131
5314,Coast,charcoal,682.9706506951679,739.3157293775193
5315,Coast,electricity,768.2790180622683,831.6620370524055
5316,Coast,charcoal,52.46755527519372,56.7961285853972
5317,Coast,electricity,524.3122193759459,567.5679774744615
5318,Coast,firewood,-305.16153833344754,-330.33736524595696
5319,Coast,firewood,393.5843362427032,426.05504398272626
5320,Coast,electricity,201.82790817415267,218.47871059852028
5321,Coast,LPG,466.38821475071353,504.8652424676474
5322,Coast,firewood,449.5184104840273,486.6036793489596
5323,Coast,LPG,62.563591555038386,67.72508785832905
5324,Coast,firewood,633.0062588125081,685.22927516454
5325,Coast,charcoal,556.2317407654605,602.1208593786109
5326,Coast,firewood,531.364518157284,575.20209090526
5327,Coast,charcoal,510.83037245402835,552.9738781814857
5328,Coast,electricity,-72.34348958128521,-78.31182747174124
5329,Coast,LPG,625.9672854923028,677.6095865454179
5330,Coast,electricity,772.0748809893648,835.7710586709875
5331,Coast,LPG,527.3984311570786,570.9088017275376
5332,Coast,LPG,507.6371252549346,549.5171880884667
5333,Coast,charcoal,228.11318070375486,246.93251811181463
5334,Coast,LPG,203.9710586708326,220.7986710111763
5335,Coast,electricity,963.1964539647034,1042.6601614167914
5336,Coast,firewood,0.13992264335126947,0.15146626142774922
5337,Coast,charcoal,634.2170149906913,686.5399187274234
5338,Coast,charcoal,161.49574845176687,174.81914769903764
5339,Coast,LPG,733.0230705466378,793.4974738667354
5340,Coast,charcoal,176.17548855355147,190.70996635921946
5341,Coast,charcoal,363.56173194152296,393.5555748266986
5342,Coast,firewood,830.2736657029102,898.7712431234003
5343,Coast,electricity,435.0026785680681,470.89039954993376
5344,Coast,charcoal,160.78754173785413,174.05251393122708
5345,Coast,electricity,-0.7134754971721122,-0.7723372256888115
5346,Coast,charcoal,311.7221217808767,337.43919682779904
5347,Coast,LPG,781.0808388357048,845.5200080396504
5348,Coast,charcoal,-112.05627810673673,-121.30092105054251
5349,Coast,LPG,961.7266517937493,1041.0691005667336
5350,Coast,electricity,686.3529225091777,742.9770386161848
5351,Coast,firewood,285.1888583167566,308.716939127889
5352,Coast,charcoal,880.8051337530692,953.4715572876975
5353,Coast,firewood,702.7834472103923,760.7630816052497
5354,Coast,electricity,716.1324941067394,775.2134248705454
5355,Coast,electricity,158.9829913332516,172.09908811824485
5356,Coast,LPG,466.6591615441359,505.1585423715271
5357,Coast,LPG,147.31160307783733,159.4648103317589
5358,Coast,charcoal,428.2803976804347,463.61353048907057
5359,Coast,electricity,78.50734822654175,84.98420445523145
5360,Coast,electricity,224.36583863099116,242.87602031804795
5361,Coast,LPG,488.4169436421333,528.7113414926093
5362,Coast,electricity,694.8302186475742,752.153711685999
5363,Coast,electricity,204.1494272868547,220.99175503802022
5364,Coast,electricity,485.99889232660695,526.0938009435521
5365,Coast,electricity,733.645372472392,794.1711157013643
5366,Coast,charcoal,344.61239978961686,373.0429227722603
5367,Coast,LPG,365.15588251435815,395.2812428217927
5368,Coast,LPG,273.29101895797317,295.837528022006
5369,Coast,electricity,-396.0095370132111,-428.68032381680104
5370,Coast,firewood,787.2548083303388,852.2033300175918
5371,Coast,firewood,742.0651285808989,803.285501688823
5372,Coast,charcoal,271.63083832319876,294.0403824848627
5373,Coast,charcoal,720.4581258338314,779.8959212151226
5374,Coast,electricity,351.8176595081736,380.8426164175979
5375,Coast,electricity,992.1220854233018,1073.9721574707241
5376,Coast,charcoal,260.8860646293866,282.40916496131103
5377,Coast,charcoal,390.1242832233282,422.3095365892528
5378,Coast,firewood,589.1613081523057,637.7671160748708
5379,Coast,charcoal,353.88098624067004,383.0761676055253
5380,Coast,electricity,217.04529806428235,234.95153515458566
5381,Coast,electricity,396.98880922666814,429.74038598786825
5382,Coast,electricity,418.1304093853714,452.6261681596646
5383,Coast,electricity,227.65097995868493,246.43218580527645
5384,Coast,LPG,398.09261468720086,430.9352553988949
5385,Coast,electricity,386.0203839979028,417.8670656777298
5386,Coast,charcoal,333.70821285027137,361.23914041041877
5387,Coast,charcoal,945.512444577053,1023.5172212546598
5388,Coast,LPG,557.8452813843653,603.8675170985755
5389,Coast,electricity,591.885897832447,640.7164844036239
5390,Coast,charcoal,371.3928531583313,402.0327635438937
5391,Coast,firewood,893.1426635710416,966.8269333156525
5392,Coast,charcoal,262.2017579343757,283.8334029639617
5393,Coast,electricity,361.45041165610405,391.27007061773264
5394,Coast,firewood,291.0272918486779,315.03704342619386
5395,Coast,electricity,658.838798753985,713.1929996511888
5396,Coast,firewood,67.38261759159423,72.94168354290075
5397,Coast,electricity,35.52566783177787,38.45653542789954
5398,Coast,LPG,369.7271124646896,400.2295992430265
5399,Coast,LPG,141.6735803428054,153.36165072108685
5400,Coast,electricity,29.91295511753293,32.380773914729396
5401,Coast,charcoal,713.2928283488943,772.1394866876781
5402,Coast,charcoal,408.4151884839351,442.10944153385975
5403,Coast,firewood,268.2808180901772,290.4139855826168
5404,Coast,electricity,689.0280726823369,745.8728886786297
5405,Coast,electricity,184.23670235838122,199.43623030294768
5406,Coast,LPG,470.726762549913,509.56172046028087
5407,Coast,electricity,636.0424094413036,688.5159082202111
5408,Coast,firewood,244.6689568395519,264.85414577881494
5409,Coast,electricity,518.4024209859507,561.1706207172916
5410,Coast,firewood,748.2451200352991,809.9753424382113
5411,Coast,LPG,729.522183724988,789.7077638822996
5412,Coast,electricity,479.0407630287691,518.5616259786426
5413,Coast,firewood,301.79822112464547,326.6965743674287
5414,Coast,electricity,920.7812596610204,996.7457135830546
5415,Coast,electricity,-90.48511215933718,-97.9501339124825
5416,Coast,firewood,979.2195052712528,1060.0051144561312
5417,Coast,LPG,359.00317904426896,388.62094131542113
5418,Coast,charcoal,216.04532993592017,233.86906965563358
5419,Coast,charcoal,-51.885711097981016,-56.16628226356445
5420,Coast,electricity,211.06917142949484,228.48237807242816
5421,Coast,firewood,546.4771970295203,591.5615657844558
5422,Coast,LPG,204.95498438029307,221.86377059166725
5423,Coast,electricity,785.5239227182708,850.3296463425281
5424,Coast,LPG,-87.04734802199926,-94.2287542338142
5425,Coast,charcoal,191.446742388753,207.24109863582513
5426,Coast,firewood,456.1769955015581,493.81159763043667
5427,Coast,charcoal,119.69980265059365,129.57503636926762
5428,Coast,charcoal,1189.1968612470582,1287.3056022999406
5429,Coast,LPG,611.3606901580783,661.7979470961199
5430,Coast,LPG,140.9750268817836,152.60546659953076
5431,Coast,firewood,603.1566794669307,652.9171055229524
5432,Coast,LPG,513.2538684500596,555.5973125971896
5433,Coast,firewood,637.6790944856072,690.2876197806697
5434,Coast,firewood,534.4166093378066,578.5059796081756
5435,Coast,LPG,202.1792682878354,218.85905792158184
5436,Coast,LPG,722.4224484364636,782.0223004324719
5437,Coast,firewood,-184.89760581530732,-200.15165829507018
5438,Coast,charcoal,598.7463858548668,648.1429626878934
5439,Coast,firewood,87.00455903828725,94.18243515894595
5440,Coast,firewood,722.8074203229221,782.4390324995632
5441,Coast,LPG,852.7055868841737,923.0537978021181
5442,Coast,electricity,622.564869747015,673.9264715011437
5443,Coast,electricity,466.32468883599245,504.7964756649618
5444,Coast,firewood,517.8229912005013,560.5433879745426
5445,Coast,firewood,184.89573387068774,200.14963191501948
5446,Coast,charcoal,809.7392610848599,876.5427501243609
5447,Coast,LPG,218.6476457295782,236.68607650226838
5448,Coast,LPG,511.9796432126466,554.2179637776899
5449,Coast,electricity,535.7379840229148,579.9363677048053
5450,Coast,firewood,-265.4412194661778,-287.3401200721375
5451,Coast,LPG,141.11018025893543,152.75177013029761
5452,Coast,charcoal,-252.08365756984267,-272.8805593193547
5453,Coast,charcoal,585.7636536587618,634.0891550856096
5454,Coast,LPG,833.8627406887588,902.6564167955814
5455,Coast,LPG,401.8295970113657,434.9805387648034
5456,Coast,electricity,123.94071936878709,134.165828716712
5457,Coast,LPG,801.9441785402732,868.1045732698458
5458,Coast,electricity,766.2241986899213,829.4376950818398
5459,Coast,LPG,612.6799915830677,663.2260908886708
5460,Coast,firewood,532.5173273311451,576.4500068359646
5461,Coast,firewood,582.8121935910352,630.8941995622956
5462,Coast,charcoal,422.2336629868738,457.0679401832909
5463,Coast,firewood,184.19871767425735,199.3951118823836
5464,Coast,LPG,732.9535868132477,793.4222577253407
5465,Coast,firewood,238.6148650864184,258.3005914560479
5466,Coast,electricity,743.411153645837,804.7425738216185
5467,Coast,LPG,432.89163324418314,468.60519298682823
5468,Coast,LPG,183.7167740374659,198.87340789555685
5469,Coast,LPG,-34.53984615981136,-37.3893834679958
5470,Coast,LPG,358.822617989198,388.4254839733069
5471,Coast,LPG,718.2818966289069,777.5401531007917
5472,Coast,electricity,371.74370944290524,402.41256547194496
5473,Coast,firewood,388.6021171571377,420.6617918226016
5474,Coast,electricity,628.7112773953121,680.5799577804254
5475,Coast,charcoal,178.9046368549949,193.66426939553196
5476,Coast,firewood,-430.93614194915233,-466.4883736599574
5477,Coast,electricity,172.2850475101543,186.49856392974203
5478,Coast,LPG,750.3616213847155,812.2664551489545
5479,Coast,firewood,348.1766858493491,376.90126243192043
5480,Coast,firewood,764.312872890757,827.3686849042446
5481,Coast,charcoal,131.41113232171904,142.25255073826085
5482,Coast,firewood,275.7844739890793,298.5366930931783
5483,Coast,charcoal,704.4382470926621,762.5544024778068
5484,Coast,electricity,220.32160138987118,238.49813350453556
5485,Coast,charcoal,639.8872265089971,692.6779226959893
5486,Coast,electricity,316.72835424814446,342.8584434736164
5487,Coast,firewood,559.2542071919113,605.392679285244
5488,Coast,LPG,929.8119121625623,1006.5213949159737
5489,Coast,charcoal,559.1488815928636,605.2786643242749
5490,Coast,electricity,743.4758722239417,804.8126316824168
5491,Coast,charcoal,565.4521248343881,612.1019251332251
5492,Coast,electricity,474.2943899709155,513.4236771435161
5493,Coast,firewood,538.4192256244403,582.8388117384566
5494,Coast,firewood,585.8241833135226,634.1546784368882
5495,Coast,LPG,159.78840432112415,172.9709476776169
5496,Coast,charcoal,-36.62763351005253,-39.64941327463187
5497,Coast,firewood,-79.91311037223767,-86.50594197794727
5498,Coast,firewood,161.9979727151613,175.3628054641621
5499,Coast,LPG,384.4775351391506,416.1969317881305
5500,Coast,firewood,845.4215938116133,915.1688753010715
5501,Coast,charcoal,395.11403857676,427.7109467593427
5502,Coast,electricity,387.5745567183179,419.5494576475792
5503,Coast,electricity,276.9962495314441,299.84844011778824
5504,Coast,LPG,547.8727123638262,593.0722111338418
5505,Coast,LPG,372.5991006412274,403.33852644412866
5506,Coast,LPG,230.30579142240944,249.30601921475824
5507,Coast,firewood,503.6926437028335,545.2472868083173
5508,Coast,charcoal,295.3177799691463,319.6814968166008
5509,Coast,LPG,-67.60944974864498,-73.18722935290819
5510,Coast,electricity,839.1645776676996,908.3956553252849
5511,Coast,firewood,-61.710644806748576,-66.80177300330533
5512,Coast,charcoal,194.83118398707003,210.90475666600332
5513,Coast,electricity,364.69691227469394,394.7844075373562
5514,Coast,charcoal,94.51043507276631,102.30754596626953
5515,Coast,firewood,688.0819719539402,744.8487346401403
5516,Coast,electricity,434.7965821077235,470.6673001316107
5517,Coast,electricity,-216.1952445799451,-234.03135225779056
5518,Coast,electricity,491.62299773956636,532.1818950530806
5519,Coast,firewood,59.51307356731979,64.42290213662368
5520,Coast,firewood,-9.93134414561439,-10.750680037627577
5521,Coast,charcoal,446.47225217229305,483.30621297650725
5522,Coast,charcoal,-407.03855229451983,-440.6192328588177
5523,Coast,charcoal,114.46697474382802,123.91050016019383
5524,Coast,LPG,407.0347120599816,440.6150758049301
5525,Coast,LPG,488.6951347156401,529.0124833296804
5526,Coast,electricity,794.8231010078239,860.3960068409693
5527,Coast,electricity,810.2777060714957,877.1256168223941
5528,Coast,LPG,312.10435669415745,337.8529661214254
5529,Coast,electricity,579.583572203422,627.3992169102044
5530,Coast,LPG,488.39417457992346,528.6866939827671
5531,Coast,LPG,439.4487248991477,475.70324470332736
5532,Coast,electricity,405.07828313114516,438.4972414894646
5533,Coast,LPG,456.3213696272245,493.96788262147055
5534,Coast,LPG,1059.0498013842857,1146.4214099984893
5535,Coast,electricity,148.95810814678848,161.24715206889852
5536,Coast,LPG,514.7141699766021,557.1780889996718
5537,Coast,firewood,655.0855753940332,709.1301353640409
5538,Coast,firewood,-28.36308258931598,-30.70303690293455
5539,Coast,firewood,58.157011257587214,62.95496468633816
5540,Coast,electricity,814.8551130309928,882.0806598560497
5541,Coast,electricity,566.8985010179426,613.6676273519229
5542,Coast,LPG,98.24846100006062,106.35395903256561
5543,Coast,charcoal,778.7574768197646,843.0049686573952
5544,Coast,electricity,333.12880814358516,360.61193481543097
5545,Coast,charcoal,-31.709860510991064,-34.325924003147826
5546,Coast,LPG,184.5973096856646,199.82658773473196
5547,Coast,firewood,498.6315839972516,539.7686896770249
5548,Coast,LPG,425.3585150034816,460.4505924912689
5549,Coast,charcoal,28.35562608439568,30.694965236358325
5550,Coast,electricity,727.5701837100689,787.5947238661496
5551,Coast,LPG,177.95436769355894,192.63560302827756
5552,Coast,LPG,612.2283927232094,662.7372351228742
5553,Coast,electricity,1115.1484023811881,1207.1481455776361
5554,Coast,firewood,487.7746223981249,528.0160287459702
5555,Coast,firewood,324.49477934893235,351.26559864521926
5556,Coast,charcoal,234.5482571549469,253.89848837023
5557,Coast,firewood,289.39780941723296,313.2731286941547
5558,Coast,firewood,494.9493252829954,535.7826446188425
5559,Coast,firewood,209.46362109994294,226.74436984068825
5560,Coast,charcoal,243.50548917114725,263.5946920277669
5561,Coast,charcoal,703.811603782001,761.8760610940161
5562,Coast,charcoal,-68.62583046030784,-74.28746147328323
5563,Coast,firewood,-290.3051489953592,-314.25532378747636
5564,Coast,charcoal,-185.36851055974205,-200.66141268092076
5565,Coast,LPG,907.0424758125437,981.8734800670785
5566,Coast,LPG,227.03551134017184,245.76594102573603
5567,Coast,charcoal,563.6915039214116,610.1960529949281
5568,Coast,LPG,275.26755619675873,297.9771295829913
5569,Coast,firewood,912.4831365205597,987.7629952835059
5570,Coast,electricity,1004.1717732927852,1087.01594458944
5571,Coast,electricity,581.9717690914301,629.9844400414731
5572,Coast,firewood,562.2423780671761,608.6273742577181
5573,Coast,electricity,252.51061763940587,273.34274359465684
5574,Coast,charcoal,484.18160149359915,524.1265836168211
5575,Coast,LPG,-642.7073905063071,-695.7307502230774
5576,Coast,firewood,175.6118760223278,190.09985579416986
5577,Coast,LPG,800.2976148892908,866.3221681176573
5578,Coast,firewood,623.1907753618736,674.6040143292282
5579,Coast,firewood,367.3432766137124,397.6490969343437
5580,Coast,firewood,238.3168909197212,257.9780344205982
5581,Coast,charcoal,1046.2087921431748,1132.5210174949868
5582,Coast,LPG,601.5987360774409,651.2306318038297
5583,Coast,firewood,389.8659853395003,422.02992913000907
5584,Coast,electricity,52.54485999095186,56.879810940205395
5585,Coast,electricity,368.0582402887761,398.42304511260016
5586,Coast,firewood,176.3367773541492,190.88456148586653
5587,Coast,charcoal,387.0537589983606,418.9856941157253
5588,Coast,firewood,456.6738664053581,494.3494603838002
5589,Coast,LPG,301.4197156719746,326.2868422149125
5590,Coast,LPG,100.43860421829504,108.72478906630438
5591,Coast,electricity,493.11543809871404,533.797461741858
5592,Coast,firewood,341.0061400686728,369.1391466243383
5593,Coast,electricity,376.33804679560563,407.38593565624313
5594,Coast,LPG,305.10052853634454,330.271322140593
5595,Coast,LPG,228.13977830470145,246.9613100148393
5596,Coast,electricity,208.64260221631454,225.8556168991605
5597,Coast,firewood,443.6846426193712,480.2886256354693
5598,Coast,firewood,462.48149215822497,500.63621526127855
5599,Coast,electricity,605.6004599655288,655.5624979126849
5600,Coast,firewood,421.7978569885721,456.5961801901293
5601,Coast,electricity,809.7422549212902,876.5459909522966
5602,Coast,firewood,382.9906080598404,414.58733322477724
5603,Coast,electricity,455.06207140755197,492.604692298675
5604,Coast,electricity,430.599961492611,466.1244583157514
5605,Coast,charcoal,291.5993726400269,315.6563208828291
5606,Coast,charcoal,68.6306659700108,74.29269591253669
5607,Coast,electricity,108.14385146096993,117.06571920649995
5608,Coast,electricity,778.8567400130719,843.1124210641503
5609,Coast,electricity,179.85824279702666,194.69654782778136
5610,Coast,electricity,166.88242520327083,180.65022528254067
5611,Coast,firewood,830.704385943593,899.2374977839395
5612,Coast,firewood,205.9464598288783,222.93704276476075
5613,Coast,electricity,434.15655773639156,469.9744737496439
5614,Coast,firewood,445.58986361189324,482.3510273598744
5615,Coast,LPG,-152.740417604708,-165.34150205709642
5616,Coast,firewood,319.8445499206744,346.23172528913005
5617,Coast,electricity,359.19008533848626,388.8232673789114
5618,Coast,electricity,496.19780946922845,537.1341287504398
5619,Coast,electricity,713.7488390968973,772.6331183223914
5620,Coast,electricity,929.147875866565,1005.8025756255565
5621,Coast,electricity,397.9396825859157,430.7697063992538
5622,Coast,firewood,334.0896398936718,361.6520351848997
5623,Coast,LPG,712.7573549624409,771.5598367468423
5624,Coast,charcoal,180.21684138013998,195.08473079400153
5625,Coast,electricity,162.43433028787473,175.8351625366244
5626,Coast,charcoal,51.20205523463284,55.42622479149005
5627,Coast,firewood,304.47756272684506,329.5969616518098
5628,Coast,charcoal,224.0589059496762,242.54376569052448
5629,Coast,electricity,394.77344808217276,427.34225754895203
5630,Coast,charcoal,295.84722217274447,320.2546180019959
5631,Coast,charcoal,845.7120687119079,915.4833143806403
5632,Coast,charcoal,535.1325275822221,579.2809611077554
5633,Coast,LPG,790.777170287312,856.0162868360152
5634,Coast,LPG,410.08374656047187,443.9156556517108
5635,Coast,LPG,594.1600986254498,643.1783067620494
5636,Coast,electricity,962.4236395499938,1041.8235898128682
5637,Coast,LPG,611.5454106107223,661.997906986107
5638,Coast,firewood,-76.05885902508919,-82.33371489465905
5639,Coast,electricity,539.0761383615152,583.5499197763402
5640,Coast,LPG,1138.13661190312,1232.0328823851273
5641,Coast,LPG,420.3150227159419,454.99101209000713
5642,Coast,firewood,458.6623517405065,496.5019957590983
5643,Coast,firewood,-100.96795205433085,-109.29780809881315
5644,Coast,firewood,130.63790277001306,141.41552974853914
5645,Coast,LPG,356.05188579156413,385.42616636936816
5646,Coast,charcoal,702.1744745364837,760.1038686857436
5647,Coast,firewood,697.2640530092758,754.788337382541
5648,Coast,charcoal,598.8923606595553,648.3009804139685
5649,Coast,LPG,122.17874238220094,132.25848862873252
5650,Coast,charcoal,865.3215852953872,936.7106160822567
5651,Coast,electricity,193.89132210316527,209.8873561766764
5652,Coast,LPG,386.90224670125906,418.82168205411296
5653,Coast,firewood,333.2964980152741,360.7934591015342
5654,Coast,LPG,292.8708074277231,317.03264904051025
5655,Coast,LPG,532.0141060333412,575.9052697810919
5656,Coast,electricity,214.07341987720102,231.7344770170701
5657,Coast,LPG,508.9269578360827,550.9134318575595
5658,Coast,firewood,1045.7560784743969,1132.0309549485346
5659,Coast,charcoal,540.7711941037662,585.3848176173269
5660,Coast,electricity,227.71004258426743,246.49612109746948
5661,Coast,electricity,384.619103091096,416.35017909611145
5662,Coast,firewood,1129.4208429132345,1222.5980624535764
5663,Coast,charcoal,297.2941386259396,321.8209050625796
5664,Coast,charcoal,550.9670585750048,596.4218409074427
5665,Coast,charcoal,667.5814011367763,722.6568667305604
5666,Coast,LPG,-583.0236377149926,-631.1230878264795
5667,Coast,LPG,357.31589231909845,386.7944534354241
5668,Coast,LPG,412.1171100044999,446.11677157987117
5669,Coast,firewood,800.4615051972444,866.4995793760171
5670,Coast,charcoal,175.96402850261566,190.48106085408145
5671,Coast,charcoal,575.5930375956625,623.0794631973047
5672,Coast,electricity,292.0791677719782,316.1756991131664
5673,Coast,electricity,277.3477391192982,300.2289275966403
5674,Coast,electricity,404.9142530409157,438.31967891679125
5675,Coast,charcoal,247.54818264349947,267.9709077115882
5676,Coast,charcoal,599.5468808926701,649.0094985663153
5677,Coast,firewood,779.2742913798713,843.5644204187107
5678,Coast,LPG,423.9454391567864,458.92093788722127
5679,Coast,LPG,37.321001666564314,40.39998430405587
5680,Coast,charcoal,428.91522864782826,464.30073501127407
5681,Coast,charcoal,338.9389703742364,366.90143543011095
5682,Coast,electricity,505.2553860647163,546.9389554150554
5683,Coast,charcoal,584.081169965548,632.2678664877058
5684,Coast,charcoal,600.1629250215788,649.676366335859
5685,Coast,LPG,425.8528411967436,460.98570059547495
5686,Coast,charcoal,-0.020396880735006562,-0.022079623395644603
5687,Coast,charcoal,698.7922193648022,756.4425774623984
5688,Coast,firewood,-137.6060209941711,-148.95851772619022
5689,Coast,charcoal,347.82595148113757,376.5215924783314
5690,Coast,charcoal,727.8693593300484,787.9185814747774
5691,Coast,charcoal,613.1152997223072,663.6973119493975
5692,Coast,LPG,235.79166218922353,255.24447431983447
5693,Coast,charcoal,258.58149651285225,279.91446997516255
5694,Coast,LPG,394.1188543810465,426.63365986748283
5695,Coast,LPG,500.2738130542674,541.5464026312445
5696,Coast,LPG,589.5483830191139,638.1861246181908
5697,Coast,LPG,468.18257552893397,506.807638010071
5698,Coast,electricity,434.4498258373689,470.29193646895186
5699,Coast,LPG,483.58864115401536,523.4847040492216
5700,Coast,LPG,378.2846394232736,409.49312217569366
5701,Coast,electricity,467.7827783771092,506.3748575932207
5702,Coast,firewood,586.3555742940192,634.7299091732758
5703,Coast,firewood,506.5259009349785,548.3142877621142
5704,Coast,firewood,482.9953955675095,522.842515701829
5705,Coast,electricity,-147.91240110567776,-160.11517419689616
5706,Coast,charcoal,296.3320002994499,320.7793903241545
5707,Coast,firewood,343.386362067553,371.71573693812616
5708,Coast,charcoal,59.99996519713983,64.94996232590387
5709,Coast,firewood,715.5467988438388,774.5794097484555
5710,Coast,firewood,714.412139992457,773.3511415418347
5711,Coast,LPG,388.1568364535507,420.17977546096864
5712,Coast,electricity,368.51973449359247,398.92261258931387
5713,Coast,electricity,144.95618074918042,156.9150656609878
5714,Coast,electricity,291.33438795459796,315.3694749608523
5715,Coast,firewood,-139.15838345281168,-150.63895008766863
5716,Coast,electricity,764.077925054281,827.1143538712591
5717,Coast,firewood,287.64798800369084,311.37894701399534
5718,Coast,firewood,346.2368081866261,374.80134486202275
5719,Coast,firewood,-16.714845913847,-18.09382070173938
5720,Coast,LPG,234.1869856853376,253.50741200437795
5721,Coast,charcoal,896.5684130197058,970.5353070938315
5722,Coast,firewood,-68.8272493628271,-74.50549743526034
5723,Coast,electricity,604.5480142506544,654.4232254263335
5724,Coast,electricity,177.3291863661707,191.95884424137978
5725,Coast,firewood,553.9152863304548,599.6132974527173
5726,Coast,firewood,197.11220589586722,213.37396288227626
5727,Coast,charcoal,-90.16656120219574,-97.60530250137688
5728,Coast,LPG,358.62799869878666,388.21480859143657
5729,Coast,firewood,181.48570768547825,196.4582785695302
5730,Coast,charcoal,397.4845077837856,430.2769796759479
